source_index,bag_clean,corrected_code,spatialized,source_used,source_pattern,cabin_ref,row,confidence,parse_note
415,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
416,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
417,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
418,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
419,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
420,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
421,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
422,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
423,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
424,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
425,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
426,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
427,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
428,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
429,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
430,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
431,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
432,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
433,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
434,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
435,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
436,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
437,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
438,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
439,SURFACEFINDS(N.D.)(SEPARATEBAGFROMEPAS2021-894TO1000),,False,bag_clean,,,,,not spatialized
440,SFR4C4+5B2,SFC4.5R2B2,True,corrected_code,corrected_or_precise,4.5,2.0,generalized,
441,SFR4C4+5B2,SFC4.5R2B2,True,corrected_code,corrected_or_precise,4.5,2.0,generalized,
442,SFR4C4+5B2,SFC4.5R2B2,True,corrected_code,corrected_or_precise,4.5,2.0,generalized,
443,SFR4C4+5B2,SFC4.5R2B2,True,corrected_code,corrected_or_precise,4.5,2.0,generalized,
444,SFR4C4+5B2,SFC4.5R2B2,True,corrected_code,corrected_or_precise,4.5,2.0,generalized,
445,SFR4C4+5B2,SFC4.5R2B2,True,corrected_code,corrected_or_precise,4.5,2.0,generalized,
446,SFR4C4+5B2,SFC4.5R2B2,True,corrected_code,corrected_or_precise,4.5,2.0,generalized,
447,SFR4C4+5B2,SFC4.5R2B2,True,corrected_code,corrected_or_precise,4.5,2.0,generalized,
448,SFR4C4+5B2,SFC4.5R2B2,True,corrected_code,corrected_or_precise,4.5,2.0,generalized,
449,SFR4C4+5B2,SFC4.5R2B2,True,corrected_code,corrected_or_precise,4.5,2.0,generalized,
450,S.F.(2012),,False,bag_clean,,,,,not spatialized
451,S.F.(2012),,False,bag_clean,,,,,not spatialized
452,S.F.(2012),,False,bag_clean,,,,,not spatialized
453,S.F.(2012),,False,bag_clean,,,,,not spatialized
454,S.F.(2012),,False,bag_clean,,,,,not spatialized
455,S.F.(2012),,False,bag_clean,,,,,not spatialized
456,S.F.(2012),,False,bag_clean,,,,,not spatialized
457,S.F.(2012),,False,bag_clean,,,,,not spatialized
458,S.F.(2012),,False,bag_clean,,,,,not spatialized
459,S.F.(2012),,False,bag_clean,,,,,not spatialized
460,S.F.(2012),,False,bag_clean,,,,,not spatialized
461,S.F.(2012),,False,bag_clean,,,,,not spatialized
462,S.F.(2012),,False,bag_clean,,,,,not spatialized
463,S.F.(2012),,False,bag_clean,,,,,not spatialized
464,S.F.(2012),,False,bag_clean,,,,,not spatialized
465,S.F.(2012),,False,bag_clean,,,,,not spatialized
466,S.F.(2012),,False,bag_clean,,,,,not spatialized
467,S.F.(2012),,False,bag_clean,,,,,not spatialized
468,S.F.(2012),,False,bag_clean,,,,,not spatialized
469,S.F.(2012),,False,bag_clean,,,,,not spatialized
470,S.F.(2012),,False,bag_clean,,,,,not spatialized
471,S.F.(2012),,False,bag_clean,,,,,not spatialized
472,S.F.(2012),,False,bag_clean,,,,,not spatialized
473,S.F.(2012),,False,bag_clean,,,,,not spatialized
474,S.F.(2012),,False,bag_clean,,,,,not spatialized
475,S.F.(2012),,False,bag_clean,,,,,not spatialized
476,S.F.(2012),,False,bag_clean,,,,,not spatialized
477,S.F.(2012),,False,bag_clean,,,,,not spatialized
478,S.F.(2012),,False,bag_clean,,,,,not spatialized
479,S.F.(2012),,False,bag_clean,,,,,not spatialized
480,S.F.(2012),,False,bag_clean,,,,,not spatialized
481,S.F.(2012),,False,bag_clean,,,,,not spatialized
482,S.F.(2012),,False,bag_clean,,,,,not spatialized
483,S.F.(2012),,False,bag_clean,,,,,not spatialized
484,S.F.(2012),,False,bag_clean,,,,,not spatialized
485,S.F.(2012),,False,bag_clean,,,,,not spatialized
486,S.F.(2012),,False,bag_clean,,,,,not spatialized
487,S.F.(2012),,False,bag_clean,,,,,not spatialized
488,S.F.(2012),,False,bag_clean,,,,,not spatialized
489,S.F.(2012),,False,bag_clean,,,,,not spatialized
490,S.F.(2012),,False,bag_clean,,,,,not spatialized
491,S.F.(2012),,False,bag_clean,,,,,not spatialized
492,S.F.(2012),,False,bag_clean,,,,,not spatialized
493,S.F.(2012),,False,bag_clean,,,,,not spatialized
494,S.F.(2012),,False,bag_clean,,,,,not spatialized
495,S.F.(2012),,False,bag_clean,,,,,not spatialized
496,S.F.(2012),,False,bag_clean,,,,,not spatialized
497,S.F.(2012),,False,bag_clean,,,,,not spatialized
498,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
499,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
500,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
501,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
502,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
503,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
504,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
505,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
506,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
507,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
508,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
509,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
510,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
511,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
512,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
513,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
514,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
515,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
516,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
517,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
518,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
519,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
520,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
521,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
522,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
523,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
524,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
525,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
526,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
527,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
528,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
529,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
530,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
531,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
532,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
533,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
534,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
535,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
536,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
537,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
538,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
539,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
540,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
541,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
542,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
543,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
544,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
545,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
546,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
547,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
548,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
549,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
550,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
551,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
552,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
553,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
554,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
555,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
556,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
557,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
558,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
559,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
560,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
561,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
562,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
563,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
564,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
565,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
566,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
567,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
568,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
569,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
570,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
571,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
572,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
573,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
574,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
575,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
576,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
577,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
578,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
579,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
580,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
581,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
582,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
583,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
584,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
585,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
586,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
587,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
588,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
589,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
590,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
591,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
592,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
593,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
594,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
595,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
596,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
597,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
598,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
599,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
600,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
601,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
602,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
603,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
604,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
605,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
606,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
607,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
608,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
609,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
610,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
611,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
612,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
613,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
614,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
615,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
616,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
617,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
618,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
619,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
620,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
621,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
622,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
623,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
624,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
625,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
626,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
627,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
628,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
629,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
630,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
631,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
632,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
633,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
634,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
635,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
636,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
637,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
638,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
639,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
640,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
641,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
642,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
643,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
644,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
645,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
646,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
647,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
648,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
649,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
650,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
651,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
652,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
653,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
654,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
655,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
656,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
657,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
658,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
659,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
660,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
661,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
662,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
663,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
664,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
665,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
666,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
667,"SURFACEFINDS(2012""CANEFIELDACROSSROAD"")",,False,bag_clean,,,,,not spatialized
